Fetched URL,Status Code
https://www.nytimes.com/,200
https://www.nytimes.com/section/magazine,200
https://www.nytimes.com/section/food,200
https://www.nytimes.com/section/reader-center,200
https://www.nytimes.com/section/style,200
https://www.nytimes.com/2023/10/02/technology/ftx-sam-bankman-fried-trial.html,200
https://www.nytimes.com/section/jobs,200
https://www.nytimes.com/digitalleftnav,301
https://www.nytimes.com/2023/10/08/opinion/christopher-columbus-puerto-rico.html,200
https://www.nytimes.com/spotlight/what-to-watch,200
https://www.nytimes.com/educationleftnav,301
https://www.nytimes.com/section/arts,200
https://www.nytimes.com/2023/10/07/world/europe/russia-nuclear-threat-putin.html,200
https://www.nytimes.com/2023/10/06/realestate/wedding-married-at-home.html,200
https://www.nytimes.com/international/,200
https://www.nytimes.com/account,200
https://www.nytimes.com/gift-articles,200
https://www.nytimes.com/2023/10/03/opinion/teenage-twins-coming-of-age.html,200
https://www.nytimes.com/2023/10/07/opinion/wnba-liberty-championship.html,200
https://www.nytimes.com/video,200
https://www.nytimes.com/2023/10/06/briefing/the-weekender.html,200
https://www.nytimes.com/sitemap/,200
https://www.nytimes.com/2023/10/08/us/politics/biden-trump-third-parties-no-labels.html,200
https://www.nytimes.com/section/theater,200
https://www.nytimes.com/section/world,200
https://www.nytimes.com/section/parenting,200
https://www.nytimes.com/2023/10/07/opinion/israel-hamas-attack-friedman.html,200
https://www.nytimes.com/section/obituaries,200
https://www.nytimes.com/games/wordle/index.html,200
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news,200
https://www.nytimes.com/2023/10/08/opinion/international-world/israel-hamas-attack.html,200
https://www.nytimes.com/newsletters,200
https://www.nytimes.com/section/politics,200
https://www.nytimes.com/section/health,200
https://www.nytimes.com/puzzles/spelling-bee,200
https://www.nytimes.com/spotlight/nyt-events,200
https://www.nytimes.com/section/realestate,200
https://www.nytimes.com/privacy/cookie-policy,200
https://www.nytimes.com/section/arts/design,200
https://www.nytimes.com/2023/10/07/opinion/new-york-migrant-crisis.html,200
https://www.nytimes.com/spotlight/podcasts,200
https://www.nytimes.com/2023/10/08/opinion/aging-feinstein-biden-trump.html,200
https://www.nytimes.com/section/automobiles,200
https://www.nytimes.com/wirecutter/,200
https://www.nytimes.com/2023/10/08/us/jackson-ga-stranger-things-hollywood-strike.html,200
https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png,200
https://www.nytimes.com/section/nyregion,200
https://www.nytimes.com/interactive/2023/10/08/magazine/errol-morris-interview.html,200
https://www.nytimes.com/section/opinion,200
https://www.nytimes.com/wirecutter/blog/cheap-things-to-bring-leaf-peeping/,200
https://www.nytimes.com/2023/10/04/technology/sam-bankman-fried-ftx-trial.html,200
https://www.nytimes.com/by/michelle-cottle,200
http://www.nytimes.com/ref/opinion/about-op-docs.html,301
http://www.nytimes.com/content/help/site/editorial/op-video/video.html?ref=opinion,301
https://www.nytimes.com/crosswords/apps,200
https://www.nytimes.com/puzzles/leaderboards,403
https://www.nytimes.com/guides/crosswords/how-to-solve-a-crossword-puzzle,301
https://www.nytimes.com/puzzles/spelling-bee/hub,200
https://www.nytimes.com/games-assets/v2/metadata/lb-web-manifest.json?v=v2410051249,200
https://www.nytimes.com/games-assets/v2/metadata/lb-favicon.ico?v=v2410051249,200
https://www.nytimes.com/games-assets/v2/metadata/lb-apple-touch-icon.png?v=v2410051249,200
https://www.nytimes.com/subscription/games?campaignId=4QHQ8,200
https://www.nytimes.com/privacy/your-privacy-choices,200
https://www.nytimes.com/games-assets/v2/metadata/lb-safari-pinned-tab.svg?v=v2410051249,200
https://www.nytimes.com/column/wordplay,200
https://www.nytimes.com/subscription/games/gift,200
https://www.nytimes.com/subscription/games?campaignId=9W9LL,200
https://www.nytimes.com/puzzles/tiles,200
https://www.nytimes.com/puzzles/stats,200
https://www.nytimes.com/puzzles/vertex,200
https://www.nytimes.com/puzzles/sudoku,200
https://www.nytimes.com/spotlight/spelling-bee-forum,200
https://nytimes.com/article/submit-crossword-puzzles-the-new-york-times.html,301
https://www.nytimes.com/crosswords/archive,200
https://www.nytimes.com/crosswords/game/daily,200
https://www.nytimes.com/2023/10/05/arts/design/otobong-nkanga-nasher-prize-for-sculpture.html,200
https://www.nytimes.com/2023/10/05/arts/design/delcy-morelos-dia-chelsea.html,200
https://www.nytimes.com/2023/10/04/pageoneplus/corrections-oct-5-2023.html,200
https://www.nytimes.com/2023/10/06/pageoneplus/corrections-oct-6-2023.html,200
https://www.nytimes.com/2023/10/05/t-magazine/victoria-hely-hutchinson-photography.html,200
https://www.nytimes.com/2023/10/08/pageoneplus/editors-note-oct-8-2023.html,200
https://www.nytimes.com/2023/10/05/technology/chip-makers-china-lobbying.html,200
https://www.nytimes.com/ca/section/corrections,200
https://www.nytimes.com/2023/10/05/realestate/housing-market-near-nyc.html,200
https://www.nytimes.com/2023/10/07/pageoneplus/corrections-oct-7-2023.html,200
https://www.nytimes.com/2023/10/05/travel/machu-picchu-peru-tourism.html,200
https://www.nytimes.com/international/section/corrections,200
https://www.nytimes.com/interactive/2023/uri/embeddedinteractive/74b09f2a-f664-577f-95d9-acd209b0b6ae,200
https://www.nytimes.com/by/lindsay-crouse,200
https://www.nytimes.com/by/bret-stephens,200
https://www.nytimes.com/2023/09/30/upshot/congress-deaths-feinstein-longevity.html,200
https://www.nytimes.com/2023/09/30/upshot/spelling-bee-words.html,200
https://www.nytimes.com/newsletters/signup/UP,200
https://www.nytimes.com/ca/section/upshot,200
https://www.nytimes.com/international/section/upshot,200
https://www.nytimes.com/2023/09/27/health/nursing-homes-covid-vaccines.html,200
https://www.nytimes.com/interactive/2023/09/22/upshot/flashback.html,200
https://www.nytimes.com/interactive/2022/upshot/wordle-bot.html,200
https://www.nytimes.com/2023/09/29/health/medicaid-opiod-addcition-treatment.html,200
https://www.nytimes.com/2023/10/07/upshot/spelling-bee-words.html,200
https://www.nytimes.com/interactive/2023/upshot/spelling-bee-buddy.html,200
https://www.nytimes.com/interactive/2020/obituaries/notable-deaths.html,200
https://www.nytimes.com/2023/10/02/world/europe/what-is-a-synod-pope-church.html,200
https://www.nytimes.com/2023/10/06/us/ellsworth-johnson-dead.html,200
https://www.nytimes.com/es/2023/10/06/espanol/peso-pluma-corridos-tumbados.html,200
https://www.nytimes.com/2023/10/02/arts/beverly-willis-dead.html,200
https://www.nytimes.com/es/2023/09/13/espanol/covid-vacuna-refuerzo.html,200
https://www.nytimes.com/es/2023/10/08/espanol/dalai-lama-mongolia-china.html,200
https://www.nytimes.com/es/2023/10/04/espanol/sinodo-sinodalidad-vaticano-que-es.html,200
https://www.nytimes.com/ca/section/obituaries,200
https://www.nytimes.com/es/2023/09/29/espanol/opinion/amazon-demanda.html,200
